,location,company,job_title,salary,city
9636,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9646,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9647,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9650,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9657,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9660,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9664,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9677,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9678,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9681,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9692,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9693,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9696,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9707,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9708,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9711,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9722,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9723,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9726,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9733,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9736,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9740,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9748,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9751,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9755,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9763,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9766,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9770,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9777,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9780,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9784,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9796,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9797,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9800,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9808,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9811,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9815,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9822,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9825,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9829,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9841,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9842,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9845,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9852,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9855,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9859,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9871,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9872,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9875,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9882,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9885,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9889,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9901,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9902,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9905,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9916,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9917,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9920,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9927,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9930,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9934,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9942,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9945,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9949,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9961,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9962,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9965,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9972,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9975,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9979,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
9991,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
9992,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
9995,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10006,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10007,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10010,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10018,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10021,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10025,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10033,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10036,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10040,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10047,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10050,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10054,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10066,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10067,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10070,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10081,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10082,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10085,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10092,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10095,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10099,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10111,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10112,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10115,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10122,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10125,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10129,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10137,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10140,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10144,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10156,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10157,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10160,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10171,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10172,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10175,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10182,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10185,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10189,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10197,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10200,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10204,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10216,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10217,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10220,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10227,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10230,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10234,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10242,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10245,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10249,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10261,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10262,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10265,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10272,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10275,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10279,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10287,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10290,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10294,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10306,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10307,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10310,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10317,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10320,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10324,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10332,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10335,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10339,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10347,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10350,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10354,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10362,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10365,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10369,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10381,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10382,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10385,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10396,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10397,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10400,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10407,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10410,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10414,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10422,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10425,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10429,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10437,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10440,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10444,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10452,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10455,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10459,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10471,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10472,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10475,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10486,"Dallas, TX",Lighthouse Recruiting,Certifying Scientist,"$65,000 - $80,000 a year",Dallas
10487,"Dallas, TX 75240 (Far North area)",Lighthouse Recruiting,"Method Development, Clinical Toxicology","$65,000 - $75,000 a year",Dallas
10490,"Irving, TX 75038",Cottonwood Financial,DIRECTOR OF MARKETING ANALYTICS,"$120,000 a year",Dallas
10499,"Philadelphia, PA","Computer Enterprises, Inc. (CEI)",Data Scientist - PowerPoint,$60 - $65 an hour,Philadelphia
10543,"Philadelphia, PA",Workbridge Associates,Data Scientist,$60 - $70 an hour,Philadelphia
10544,"Philadelphia, PA",Workbridge Associates,"Data Scientist - Machine Learning, Team Buildout","$70,000 - $125,000 a year",Philadelphia
10620,"Philadelphia, PA",CEI,Data Analytics Engineer,"$85,000 a year",Philadelphia
10632,"Philadelphia, PA",CEI,Data Analytics Engineer,"$85,000 a year",Philadelphia
10755,"Philadelphia, PA",Harnham,Senior Data Scientist Healthcare,"$170,000 a year",Philadelphia
10906,"Philadelphia, PA",Smith Hanley Associates,Data Scientist,"$120,000 - $140,000 a year",Philadelphia
10920,"Wilmington, DE","Kennedy Unlimited Inc, Professional Staffing",Predictive Analytics (Machine Learning),"$130,000 - $140,000 a year",Philadelphia
10970,"Wilmington, DE","Kennedy Unlimited Inc, Professional Staffing",Predictive Analytics (Machine Learning),"$130,000 - $140,000 a year",Philadelphia
11002,"Philadelphia, PA",Jobspring Partners,Data Scientist/Machine Learning Specialist,"$100,000 - $160,000 a year",Philadelphia
11054,"Philadelphia, PA",Jobspring Partners,Data Scientist/Optimization Engineer,"$100,000 - $125,000 a year",Philadelphia
11082,"Philadelphia, PA",Apex Life Sciences,"Research Scientist (Gene Therapy, Molecular Cloning, ELISA)","$50,000 a year",Philadelphia
11090,"Philadelphia, PA",Jobspring Partners,Machine Learning Researcher,"$100,000 - $130,000 a year",Philadelphia
11113,"Philadelphia, PA",Apex Life Sciences,"Research Scientist (Gene Therapy, Molecular Cloning, ELISA)","$50,000 a year",Philadelphia
11135,"Philadelphia, PA",Jobspring Partners,Machine Learning Researcher,"$100,000 - $130,000 a year",Philadelphia
11174,"Philadelphia, PA",Jobspring Partners,Mid Level Business Analyst,"$65,000 - $80,000 a year",Philadelphia
11182,"Philadelphia, PA 19107 (City Center East area)",Juno Search Partners,DevOps Engineer,"$100,000 - $120,000 a year",Philadelphia
11193,"Philadelphia, PA",EPM Scientific,Principle Scientist,"$130,000 - $160,000 a year",Philadelphia
11205,"Philadelphia, PA",Jobspring Partners,Senior Front-End Engineer,"$135,000 - $155,000 a year",Philadelphia
11206,"Horsham, PA",Smith Hanley Associates,Senior Statistician/Data Scientist-PHARMA,"$120,000 a year",Philadelphia
11221,"Philadelphia, PA",Jobspring Partners,Lead Machine Learning Engineer,"$110,000 - $155,000 a year",Philadelphia
11222,"Collegeville, PA",inVentiv Health Clincal,Clinical Study Associate Trial Master File ? TMF,"$50,000 - $62,000 a year",Philadelphia
11225,"Horsham, PA",Smith Hanley Associates,Senior Statistician/Data Scientist-PHARMA,"$120,000 a year",Philadelphia
11238,"Wilmington, DE",Liberty Personnel Services,Data Scientist,"$140,000 a year",Philadelphia
12007,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12022,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12025,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12051,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12066,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12081,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12096,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12100,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12115,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12136,"Denver, CO",State of Colorado Job Opportunities,Engineering/Physical Science Assistant III - Water Well Perm...,"$3,307 - $4,703 a month",Denver
12141,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12156,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12160,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12185,"Denver, CO",TechnoHealth,Data Scientist,"$150,000 a year",Denver
12186,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12189,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12200,"Denver, CO",TechnoHealth,Data Scientist,"$150,000 a year",Denver
12216,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12220,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12226,"Denver, CO",Denver Health,Statistical Research Specialist,"$66,654 a year",Denver
12246,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12250,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12253,"Aurora, CO",University of Colorado,Post-Doctoral Fellow,"$47,477 a year",Denver
12265,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12291,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12296,"Boulder, CO",University of Colorado,"Head, Jerry Crail Johnson Earth Sciences & Map Library","$65,000 a year",Denver
12306,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12310,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12325,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12353,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12356,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12381,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12385,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12400,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12427,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12442,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12457,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12460,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12486,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12490,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12494,"Boulder, CO 80303 (Southeast Boulder area)",Technical Integrity,Senior Software Architect for Cybersecurity Industry Leader,"$160,000 - $180,000 a year",Denver
12505,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12532,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12547,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12550,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12565,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
